gender|cp|occupation_id|age_id|occupation|age_range
M|60543|0|45|other or not specified|45-49
M|53233|4|18|college/grad student|18-24
M|01003|4|18|college/grad student|18-24
F|20783|2|56|artist|56+
M|35808|17|25|technician/engineer|25-34
M|46214|16|35|self-employed|35-44
M|27705|1|50|academic/educator|50-55
M|45011|7|25|executive/managerial|25-34
M|61364|0|25|other or not specified|25-34
M|60137|7|25|executive/managerial|25-34
M|56001|4|18|college/grad student|18-24
M|06614|19|1|unemployed|Under 18
M|03440|13|56|retired|56+
M|49277|16|50|self-employed|50-55
F|48021|9|25|homemaker|25-34
M|44131|6|45|doctor/health care|45-49
F|10011|12|25|programmer|25-34
M|77345|4|25|college/grad student|25-34
M|60640|20|35|writer|35-44
M|44614|14|50|sales/marketing|50-55
F|91436|20|45|writer|45-49
F|01851|2|45|artist|45-49
F|45212|0|18|other or not specified|18-24
F|90046|14|25|sales/marketing|25-34
M|02468|14|56|sales/marketing|56+
F|33301|1|45|academic/educator|45-49
M|60060|16|50|self-employed|50-55
F|02494|7|25|executive/managerial|25-34
F|24015|20|25|writer|25-34
M|79358|10|1|K-12 student|Under 18
M|37931|14|25|sales/marketing|25-34
F|49408|0|45|other or not specified|45-49
F|24179|0|1|other or not specified|Under 18
M|91711|1|35|academic/educator|35-44
M|06437|10|1|K-12 student|Under 18
M|49456|6|50|doctor/health care|50-55
F|13210|0|50|other or not specified|50-55
F|99504|3|35|clerical/admin|35-44
M|93906|7|35|executive/managerial|35-44
M|46033|10|1|K-12 student|Under 18
M|06416|11|45|lawyer|45-49
M|03110|12|25|programmer|25-34
M|49008|11|50|lawyer|50-55
M|56301|4|25|college/grad student|25-34
M|49417|1|35|academic/educator|35-44
F|06437|1|56|academic/educator|56+
M|44130|0|35|other or not specified|35-44
M|48304|1|1|academic/educator|Under 18
M|44107|1|56|academic/educator|56+
M|44646|4|18|college/grad student|18-24
M|43138|4|25|college/grad student|25-34
M|01020|1|35|academic/educator|35-44
M|46807|6|25|doctor/health care|25-34
F|53202|6|25|doctor/health care|25-34
M|06430|16|50|self-employed|50-55
F|43528|12|35|programmer|35-44
M|79068|15|56|scientist|56+
F|13210|6|35|doctor/health care|35-44
M|01605|7|45|executive/managerial|45-49
F|21133|12|50|programmer|50-55
F|13148|4|18|college/grad student|18-24
M|48197|4|18|college/grad student|18-24
F|13210|4|25|college/grad student|25-34
M|13165|4|18|college/grad student|18-24
M|55112|0|18|other or not specified|18-24
M|13323|4|18|college/grad student|18-24
M|45241|10|1|K-12 student|Under 18
M|37931|11|25|lawyer|25-34
M|49445|17|18|technician/engineer|18-24
M|48323|19|1|unemployed|Under 18
M|64920|4|18|college/grad student|18-24
M|23186|4|18|college/grad student|18-24
M|06360|0|18|other or not specified|18-24
M|48328|14|35|sales/marketing|35-44
M|37923-3112|0|25|other or not specified|25-34
M|60618|7|50|executive/managerial|50-55
M|17601|17|35|technician/engineer|35-44
M|48313|17|35|technician/engineer|35-44
F|48044|20|35|writer|35-44
M|49006|1|56|academic/educator|56+
M|48322|0|18|other or not specified|18-24
M|60061|2|35|artist|35-44
M|58504|13|56|retired|56+
F|33990|17|25|technician/engineer|25-34
M|48504|5|18|customer service|18-24
M|48067|20|35|writer|35-44
F|48823|0|18|other or not specified|18-24
F|24017|0|25|other or not specified|25-34
M|48309|16|25|self-employed|25-34
M|48825|11|25|lawyer|25-34
M|03062|12|35|programmer|35-44
M|60035|15|45|scientist|45-49
M|24060|1|25|academic/educator|25-34
F|495321|20|18|writer|18-24
M|24060|1|25|academic/educator|25-34
M|60462|10|1|K-12 student|Under 18
M|13090|16|25|self-employed|25-34
M|46802|11|50|lawyer|50-55
M|32806|13|56|retired|56+
F|23116|12|45|programmer|45-49
M|04456|6|25|doctor/health care|25-34
M|21740|18|18|tradesman/craftsman|18-24
M|01519|17|35|technician/engineer|35-44
M|49546|4|18|college/grad student|18-24
M|49307|13|56|retired|56+
M|02148|14|25|sales/marketing|25-34
M|10036|4|35|college/grad student|35-44
M|02780|0|1|other or not specified|Under 18
M|02356|13|56|retired|56+
M|61614|12|35|programmer|35-44
F|13064|0|35|other or not specified|35-44
M|12306|0|25|other or not specified|25-34
M|46033|3|35|clerical/admin|35-44
M|02632|14|56|sales/marketing|56+
M|12309|4|18|college/grad student|18-24
F|46737|1|45|academic/educator|45-49
M|04103|5|25|customer service|25-34
M|03060|0|45|other or not specified|45-49
M|01701|0|25|other or not specified|25-34
M|02632|14|56|sales/marketing|56+
F|01607|10|1|K-12 student|Under 18
M|02780|10|18|K-12 student|18-24
M|01778|1|50|academic/educator|50-55
M|13027|18|35|tradesman/craftsman|35-44
F|00681|10|1|K-12 student|Under 18
F|88119|4|18|college/grad student|18-24
F|33615|3|50|clerical/admin|50-55
M|46804|14|45|sales/marketing|45-49
F|48706|16|50|self-employed|50-55
F|46804|14|45|sales/marketing|45-49
M|32607|4|18|college/grad student|18-24
M|46517|0|18|other or not specified|18-24
M|32750|10|18|K-12 student|18-24
M|96002|2|18|artist|18-24
F|60641|0|18|other or not specified|18-24
F|81301|0|18|other or not specified|18-24
M|60089|0|25|other or not specified|25-34
F|22904|4|18|college/grad student|18-24
M|33316|13|56|retired|56+
M|22807|4|18|college/grad student|18-24
M|97405|16|18|self-employed|18-24
M|68508|12|25|programmer|25-34
F|50246|10|1|K-12 student|Under 18
M|55912|19|18|unemployed|18-24
F|45244|3|18|clerical/admin|18-24
M|60618|12|25|programmer|25-34
F|60618|14|50|sales/marketing|50-55
F|46556|19|18|unemployed|18-24
F|95521|2|35|artist|35-44
F|35810|10|1|K-12 student|Under 18
M|87122|0|18|other or not specified|18-24
M|95826|0|35|other or not specified|35-44
M|32836|7|25|executive/managerial|25-34
M|99203|10|1|K-12 student|Under 18
F|95833|6|25|doctor/health care|25-34
M|60202|10|1|K-12 student|Under 18
M|95451|0|1|other or not specified|Under 18
F|99114|16|50|self-employed|50-55
M|48103|0|35|other or not specified|35-44
M|60641|20|18|writer|18-24
M|87502|13|50|retired|50-55
M|87505|12|50|programmer|50-55
M|99217|4|25|college/grad student|25-34
M|73505|19|1|unemployed|Under 18
F|95451|20|35|writer|35-44
M|85251|14|45|sales/marketing|45-49
F|28304|0|25|other or not specified|25-34
M|27713-9225|12|25|programmer|25-34
M|45245|0|25|other or not specified|25-34
F|60443|4|25|college/grad student|25-34
F|11795|1|56|academic/educator|56+
M|45403|4|18|college/grad student|18-24
M|27502|17|45|technician/engineer|45-49
M|41018|5|18|customer service|18-24
M|60126|16|45|self-employed|45-49
F|60641|19|18|unemployed|18-24
M|60148|10|1|K-12 student|Under 18
F|27603|15|25|scientist|25-34
M|45231|4|18|college/grad student|18-24
F|27713|0|25|other or not specified|25-34
M|41011|10|1|K-12 student|Under 18
M|45233|17|25|technician/engineer|25-34
M|60148|10|1|K-12 student|Under 18
M|45140|12|25|programmer|25-34
F|27515|1|25|academic/educator|25-34
F|46815|9|35|homemaker|35-44
M|60613|10|1|K-12 student|Under 18
M|60016|1|35|academic/educator|35-44
M|46804|20|56|writer|56+
F|11743|10|1|K-12 student|Under 18
M|53718|12|45|programmer|45-49
M|94941|3|56|clerical/admin|56+
F|10016|7|25|executive/managerial|25-34
M|11201|7|45|executive/managerial|45-49
M|07508|4|18|college/grad student|18-24
M|10006|0|25|other or not specified|25-34
M|10011|7|35|executive/managerial|35-44
M|88005-4313|17|45|technician/engineer|45-49
M|01950|6|45|doctor/health care|45-49
M|80521|4|18|college/grad student|18-24
F|60622|0|25|other or not specified|25-34
F|46807|1|25|academic/educator|25-34
F|93940|0|25|other or not specified|25-34
F|60612|20|25|writer|25-34
M|44906|10|1|K-12 student|Under 18
M|64153|17|35|technician/engineer|35-44
M|60060|6|25|doctor/health care|25-34
F|95451-9554|3|50|clerical/admin|50-55
M|94931|17|56|technician/engineer|56+
F|13088|1|45|academic/educator|45-49
M|60123|2|25|artist|25-34
M|60025|12|25|programmer|25-34
M|96815|5|25|customer service|25-34
F|27514|7|25|executive/managerial|25-34
M|60016|14|50|sales/marketing|50-55
M|60025|12|25|programmer|25-34
M|61821|0|45|other or not specified|45-49
F|60302|1|45|academic/educator|45-49
M|85726|11|50|lawyer|50-55
M|60061|14|25|sales/marketing|25-34
F|60187|3|35|clerical/admin|35-44
M|85718|1|56|academic/educator|56+
M|46324|10|1|K-12 student|Under 18
M|96782|10|1|K-12 student|Under 18
F|14905|6|35|doctor/health care|35-44
F|32607|4|25|college/grad student|25-34
M|60148|10|18|K-12 student|18-24
M|64117|12|45|programmer|45-49
M|60647|5|45|customer service|45-49
M|60115|4|18|college/grad student|18-24
M|86701|2|45|artist|45-49
M|60565|10|1|K-12 student|Under 18
M|60007|10|1|K-12 student|Under 18
M|60622|0|25|other or not specified|25-34
M|60613|2|45|artist|45-49
F|46755|12|35|programmer|35-44
M|60466|5|25|customer service|25-34
M|60010|19|18|unemployed|18-24
M|60626|14|35|sales/marketing|35-44
F|01562|1|18|academic/educator|18-24
F|46815|0|50|other or not specified|50-55
M|33317|5|35|customer service|35-44
F|44303|6|35|doctor/health care|35-44
F|59840|15|45|scientist|45-49
F|59715|4|18|college/grad student|18-24
F|10033|4|18|college/grad student|18-24
F|70503|16|56|self-employed|56+
F|46835|20|25|writer|25-34
M|33025|5|25|customer service|25-34
M|48116|17|45|technician/engineer|45-49
M|70508|6|25|doctor/health care|25-34
F|37877|7|45|executive/managerial|45-49
M|60506|13|56|retired|56+
F|48118|2|50|artist|50-55
F|37774|13|56|retired|56+
F|46774|1|35|academic/educator|35-44
F|11217|0|45|other or not specified|45-49
M|14620|1|18|academic/educator|18-24
M|13210|14|50|sales/marketing|50-55
M|71731|0|25|other or not specified|25-34
M|23235|6|25|doctor/health care|25-34
M|31401|2|18|artist|18-24
M|39211|7|56|executive/managerial|56+
M|44143|13|56|retired|56+
F|13035|9|45|homemaker|45-49
M|01536|17|50|technician/engineer|50-55
M|08816|7|50|executive/managerial|50-55
M|74105|6|56|doctor/health care|56+
M|48104|11|45|lawyer|45-49
M|32117|2|50|artist|50-55
M|44708|18|35|tradesman/craftsman|35-44
M|90024|20|25|writer|25-34
F|13090|10|1|K-12 student|Under 18
M|82604|17|35|technician/engineer|35-44
M|06082|0|56|other or not specified|56+
M|13066|10|1|K-12 student|Under 18
F|52002|1|50|academic/educator|50-55
M|61021|0|25|other or not specified|25-34
M|13214|1|45|academic/educator|45-49
M|13039|15|50|scientist|50-55
F|48130|3|56|clerical/admin|56+
M|48108|13|56|retired|56+
M|72316|11|45|lawyer|45-49
F|22923|6|25|doctor/health care|25-34
M|52003|13|56|retired|56+
M|77584|17|35|technician/engineer|35-44
F|13090|10|18|K-12 student|18-24
M|49423|13|56|retired|56+
F|02478|12|25|programmer|25-34
M|48104|12|50|programmer|50-55
M|08055|17|50|technician/engineer|50-55
M|94103|12|45|programmer|45-49
M|48104|20|50|writer|50-55
F|02138|4|18|college/grad student|18-24
M|02140|17|25|technician/engineer|25-34
F|48103|16|45|self-employed|45-49
F|08901|0|45|other or not specified|45-49
M|48130|12|45|programmer|45-49
F|22902|4|25|college/grad student|25-34
M|13131|0|45|other or not specified|45-49
F|48103-4711|6|50|doctor/health care|50-55
F|13210|1|25|academic/educator|25-34
M|48114|7|56|executive/managerial|56+
M|13207|0|35|other or not specified|35-44
F|57108|9|45|homemaker|45-49
M|48114|7|56|executive/managerial|56+
M|48104|7|35|executive/managerial|35-44
F|06043|1|50|academic/educator|50-55
M|30115|7|25|executive/managerial|25-34
F|48105|13|56|retired|56+
M|13088|3|35|clerical/admin|35-44
M|50321|17|35|technician/engineer|35-44
F|27708|4|18|college/grad student|18-24
M|01040|4|18|college/grad student|18-24
M|48169|10|18|K-12 student|18-24
M|13212|7|56|executive/managerial|56+
F|97367|15|56|scientist|56+
M|48103|7|45|executive/managerial|45-49
M|48104|1|56|academic/educator|56+
M|01545|14|56|sales/marketing|56+
M|13035|6|50|doctor/health care|50-55
F|01562|7|56|executive/managerial|56+
M|48197|17|50|technician/engineer|50-55
M|13146|18|35|tradesman/craftsman|35-44
M|49424|17|35|technician/engineer|35-44
M|13152|17|45|technician/engineer|45-49
F|52003|3|56|clerical/admin|56+
M|48104|2|35|artist|35-44
M|13210|1|56|academic/educator|56+
M|48107|3|35|clerical/admin|35-44
F|01604|1|45|academic/educator|45-49
M|02139|12|25|programmer|25-34
M|98031|16|35|self-employed|35-44
F|48105|10|1|K-12 student|Under 18
M|48116|1|35|academic/educator|35-44
M|06082|12|50|programmer|50-55
M|50309|8|25|farmer|25-34
M|44312|4|18|college/grad student|18-24
F|11106|0|25|other or not specified|25-34
M|41076|13|50|retired|50-55
F|61270|9|35|homemaker|35-44
M|94306|11|35|lawyer|35-44
F|13203|9|45|homemaker|45-49
F|13207|16|50|self-employed|50-55
F|13316|14|35|sales/marketing|35-44
F|06074|6|56|doctor/health care|56+
M|13685|13|56|retired|56+
M|13210|6|50|doctor/health care|50-55
M|49423|7|56|executive/managerial|56+
M|94110|14|25|sales/marketing|25-34
M|95823|14|50|sales/marketing|50-55
F|13078|9|56|homemaker|56+
M|13203|7|50|executive/managerial|50-55
F|01532|16|45|self-employed|45-49
F|49424|9|25|homemaker|25-34
F|13057|13|56|retired|56+
M|06040|14|35|sales/marketing|35-44
M|13215|1|50|academic/educator|50-55
F|06082|7|35|executive/managerial|35-44
F|01602|7|45|executive/managerial|45-49
M|94109|7|45|executive/managerial|45-49
M|94404|14|25|sales/marketing|25-34
F|13027|7|50|executive/managerial|50-55
M|13210|1|25|academic/educator|25-34
M|06108|0|35|other or not specified|35-44
M|75150|3|25|clerical/admin|25-34
M|13045|18|18|tradesman/craftsman|18-24
M|22903|4|25|college/grad student|25-34
F|13066|9|35|homemaker|35-44
M|59715|13|50|retired|50-55
F|95125|14|25|sales/marketing|25-34
M|62034|17|35|technician/engineer|35-44
F|01545|2|45|artist|45-49
F|06040|0|25|other or not specified|25-34
M|32224|17|25|technician/engineer|25-34
M|06082|5|56|customer service|56+
M|37922|16|25|self-employed|25-34
F|33076|6|25|doctor/health care|25-34
M|13126|18|50|tradesman/craftsman|50-55
F|06040|3|56|clerical/admin|56+
M|13123|13|56|retired|56+
M|37923|6|35|doctor/health care|35-44
M|08021|7|35|executive/managerial|35-44
F|22102|0|18|other or not specified|18-24
F|43201|11|35|lawyer|35-44
M|98122|0|25|other or not specified|25-34
M|11355|17|35|technician/engineer|35-44
F|95687|16|25|self-employed|25-34
M|22901|4|25|college/grad student|25-34
M|32024|17|45|technician/engineer|45-49
M|37743|4|18|college/grad student|18-24
M|64055|7|18|executive/managerial|18-24
M|78065|8|50|farmer|50-55
F|01520|12|56|programmer|56+
M|11358|16|35|self-employed|35-44
F|01609|1|45|academic/educator|45-49
F|06074|9|35|homemaker|35-44
M|06071|7|56|executive/managerial|56+
F|01536|14|35|sales/marketing|35-44
M|01501|13|56|retired|56+
F|06118|7|56|executive/managerial|56+
M|49503|1|25|academic/educator|25-34
M|22407|7|25|executive/managerial|25-34
M|01531|7|45|executive/managerial|45-49
M|53045|1|45|academic/educator|45-49
F|06074|10|1|K-12 student|Under 18
M|06096|0|25|other or not specified|25-34
M|37938|7|50|executive/managerial|50-55
M|44306|7|35|executive/managerial|35-44
F|02865|9|50|homemaker|50-55
F|01520|9|45|homemaker|45-49
M|95035|17|25|technician/engineer|25-34
F|45243|14|35|sales/marketing|35-44
M|01606|0|56|other or not specified|56+
F|94010|14|25|sales/marketing|25-34
M|45255|17|45|technician/engineer|45-49
M|22903|2|25|artist|25-34
M|22902|4|25|college/grad student|25-34
F|22903|4|25|college/grad student|25-34
M|22903|4|25|college/grad student|25-34
M|22903|4|25|college/grad student|25-34
M|22901|4|25|college/grad student|25-34
M|22903|4|25|college/grad student|25-34
M|22902|7|25|executive/managerial|25-34
M|22923|4|25|college/grad student|25-34
M|22903|1|35|academic/educator|35-44
M|48105|17|45|technician/engineer|45-49
M|01430|17|50|technician/engineer|50-55
F|42406|6|45|doctor/health care|45-49
M|36830|17|35|technician/engineer|35-44
F|49464|0|35|other or not specified|35-44
F|42420|4|45|college/grad student|45-49
M|48104|0|25|other or not specified|25-34
M|10038|7|18|executive/managerial|18-24
M|03051|14|25|sales/marketing|25-34
M|37932|6|35|doctor/health care|35-44
M|37922|13|56|retired|56+
M|01612|16|45|self-employed|45-49
M|37853|12|45|programmer|45-49
M|01545|7|45|executive/managerial|45-49
M|55429|7|25|executive/managerial|25-34
M|97005|0|18|other or not specified|18-24
M|48197|7|35|executive/managerial|35-44
M|48103|5|25|customer service|25-34
M|60656|0|25|other or not specified|25-34
M|85040|7|25|executive/managerial|25-34
M|44313|7|50|executive/managerial|50-55
F|36067|1|50|academic/educator|50-55
M|98117|4|18|college/grad student|18-24
M|44303|1|35|academic/educator|35-44
M|33916|7|25|executive/managerial|25-34
F|44106|4|18|college/grad student|18-24
M|44333|6|50|doctor/health care|50-55
M|94303|15|25|scientist|25-34
M|44224|10|1|K-12 student|Under 18
M|44240|1|50|academic/educator|50-55
M|90048|4|25|college/grad student|25-34
M|52001|18|35|tradesman/craftsman|35-44
M|98683|13|50|retired|50-55
M|37922|18|25|tradesman/craftsman|25-34
M|98105|12|25|programmer|25-34
M|83815|12|25|programmer|25-34
F|98115|18|25|tradesman/craftsman|25-34
M|78703|12|50|programmer|50-55
M|42420|0|45|other or not specified|45-49
M|37922|1|50|academic/educator|50-55
F|23454|1|25|academic/educator|25-34
F|94410|20|18|writer|18-24
M|03054|14|35|sales/marketing|35-44
F|37772|3|50|clerical/admin|50-55
M|90503|13|56|retired|56+
M|31901|5|45|customer service|45-49
M|95746|14|35|sales/marketing|35-44
M|98105|12|18|programmer|18-24
M|55438|7|45|executive/managerial|45-49
F|31804|2|45|artist|45-49
F|37843|9|35|homemaker|35-44
M|94703|12|25|programmer|25-34
M|22904|7|35|executive/managerial|35-44
F|37924|2|45|artist|45-49
M|90631|2|45|artist|45-49
M|52003|4|18|college/grad student|18-24
F|56401|4|18|college/grad student|18-24
M|37932|1|50|academic/educator|50-55
F|37922|14|50|sales/marketing|50-55
M|70817|18|56|tradesman/craftsman|56+
M|36109|0|50|other or not specified|50-55
M|29672|1|56|academic/educator|56+
M|37923|15|25|scientist|25-34
M|49423|13|56|retired|56+
M|19360|17|35|technician/engineer|35-44
M|98115|7|25|executive/managerial|25-34
M|55405|7|25|executive/managerial|25-34
F|98225|14|25|sales/marketing|25-34
M|94107|4|25|college/grad student|25-34
F|77429|3|35|clerical/admin|35-44
M|36109|5|25|customer service|25-34
M|37930|7|25|executive/managerial|25-34
M|15209|7|25|executive/managerial|25-34
F|36109|14|45|sales/marketing|45-49
M|37922|1|56|academic/educator|56+
M|37922|14|56|sales/marketing|56+
M|37914|12|45|programmer|45-49
F|37909|6|45|doctor/health care|45-49
F|53806|9|35|homemaker|35-44
M|11793|7|25|executive/managerial|25-34
F|14850|2|45|artist|45-49
F|95448|2|56|artist|56+
M|49424|17|35|technician/engineer|35-44
M|60614|11|18|lawyer|18-24
M|49423|17|25|technician/engineer|25-34
